Project-Roll-Frame,Date,Publisher,Scale,sortOrder,Physical Item Location,Rights,County#1,State#1,1:24000 USGS Topo Quad Name#1#1,1:24000 USGS Topo Quad Name Authority#1#1,1:24000 USGS Topo Quad Name#1#10,1:24000 USGS Topo Quad Name Authority#1#10,1:24000 USGS Topo Quad Name#1#11,1:24000 USGS Topo Quad Name Authority#1#11,1:24000 USGS Topo Quad Name#1#12,1:24000 USGS Topo Quad Name Authority#1#12,1:24000 USGS Topo Quad Name#1#13,1:24000 USGS Topo Quad Name Authority#1#13,1:24000 USGS Topo Quad Name#1#14,1:24000 USGS Topo Quad Name Authority#1#14,1:24000 USGS Topo Quad Name#1#15,1:24000 USGS Topo Quad Name Authority#1#15,1:24000 USGS Topo Quad Name#1#16,1:24000 USGS Topo Quad Name Authority#1#16,1:24000 USGS Topo Quad Name#1#2,1:24000 USGS Topo Quad Name Authority#1#2,1:24000 USGS Topo Quad Name#1#3,1:24000 USGS Topo Quad Name Authority#1#3,1:24000 USGS Topo Quad Name#1#4,1:24000 USGS Topo Quad Name Authority#1#4,1:24000 USGS Topo Quad Name#1#5,1:24000 USGS Topo Quad Name Authority#1#5,1:24000 USGS Topo Quad Name#1#6,1:24000 USGS Topo Quad Name Authority#1#6,1:24000 USGS Topo Quad Name#1#7,1:24000 USGS Topo Quad Name Authority#1#7,1:24000 USGS Topo Quad Name#1#8,1:24000 USGS Topo Quad Name Authority#1#8,1:24000 USGS Topo Quad Name#1#9,1:24000 USGS Topo Quad Name Authority#1#9,Landmark#1#1,Landmark Authority#1#1,County#2,State#2,1:24000 USGS Topo Quad Name#2#1,1:24000 USGS Topo Quad Name Authority#2#1,1:24000 USGS Topo Quad Name#2#2,1:24000 USGS Topo Quad Name Authority#2#2,1:24000 USGS Topo Quad Name#2#3,1:24000 USGS Topo Quad Name Authority#2#3,1:24000 USGS Topo Quad Name#2#4,1:24000 USGS Topo Quad Name Authority#2#4,Landmark#2#1,Landmark Authority#2#1,County#3,State#3,1:24000 USGS Topo Quad Name#3#1,1:24000 USGS Topo Quad Name Authority#3#1,1:24000 USGS Topo Quad Name#3#2,1:24000 USGS Topo Quad Name Authority#3#2,1:24000 USGS Topo Quad Name#3#3,1:24000 USGS Topo Quad Name Authority#3#3,County#4,State#4,1:24000 USGS Topo Quad Name#4#1,1:24000 USGS Topo Quad Name Authority#4#1,Center Point Latitude#1,Center Point Longitude#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
YL 20-45,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Pikeview,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Grove Mine,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 55 42,-104 52 32,44595,4521,yl020045.jpg
YL 20-47,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Pikeview,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Mesa,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 54 5,-104 52 32,44596,4521,yl020047.jpg
YL 20-49,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Pikeview,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Highline Dam,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 52 34,-104 51 49,44597,4521,yl020049.jpg
YL 20-51,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Colorado Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bott Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 50 53,-104 51 46,44598,4521,yl020051.jpg
YL 20-53,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Colorado Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paupers Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 49 11,-104 51 33,44599,4521,yl020053.jpg
YL 20-55,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Colorado Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheyenne Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 47 30,-104 51 31,44600,4521,yl020055.jpg
YL 20-57,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Colorado Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will Rogers Shrine of the Sun Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 45 53,-104 51 35,44601,4521,yl020057.jpg
YL 20-59,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cheyenne Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Cheyenne Mine,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 44 30,-104 51 36,44602,4521,yl020059.jpg
YL 20-61,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cheyenne Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Cheyenne Mine,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 43 3,-104 51 35,44603,4521,yl020061.jpg
YL 20-63,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cheyenne Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keeton Lake Dam,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 41 27,-104 51 47,44604,4521,yl020063.jpg
YL 20-65,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cheyenne Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paupers' Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 39 51,-104 51 42,44605,4521,yl020065.jpg
YL 20-67,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cheyenne Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menzer Quarry,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 38 3,-104 51 42,44606,4521,yl020067.jpg
YL 20-69,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Timber Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lytle Pond,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 36 49,-104 51 42,44607,4521,yl020069.jpg
YL 20-71,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Timber Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duck Pond,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 35 15,-104 51 38,44608,4521,yl020071.jpg
YL 20-73,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Timber Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Carson,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 33 36,-104 51 34,44609,4521,yl020073.jpg
YL 20-75,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Timber Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buck Hill,USGS Geographic Names Information System (GNIS),Pueblo,Colorado,,,,,,,,,,,,,,,,,,,,,,,38 31 54,-104 51 40,44610,4521,yl020075.jpg
YL 20-77,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Pueblo,Colorado,Timber Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Booth Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 30 18,-104 51 44,44611,4521,yl020077.jpg
